topic,activity,Syntax-Ontology_Expert,Educational-Ontology_Expert,AST_Parser,Syntax-Ontology_LLM,Educational-Ontology_LLM,Free-Form_LLM
4,py_input4,"NotEqual,or,WhileStatement,print,int,input,ComparisonExpression,LargerOrEqual,BinaryOperation,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IntegerLiteral,Modulus,StringLiteral,BooleanOperation","SingleWhileLoopIteration,TransformingToIntType,FindRemainder,AssigningValueVariable,HandlingInput,CallingLibraryFunction,BooleanEvaluating,Printing,CreatingString","Assign,Call,Constant,GtE,Mod,NotEq,Or,While","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ExpressionStatement,FunctionCall,IntegerLiteral,IterationStatement,Larger,LargerOrEqual,Less,Literal,LogicalExpression,LogicalOperator,Modulus,NotEqual,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,WhileStatement,input,int,or,print","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,FindRemainder,HandlingFile,HandlingFunction,HandlingInput,HandlingInteger,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,ReadingLine,SingleWhileLoopIteration,TransformingToIntType,UpdatingVariable","logical operators,input and output operations,variable manipulation,arithmetic operations,loop iteration,type conversion,comparison operation"
5,ps_python_for_odd_or_even,"ForStatement,print,IntegerLiteral,IfElseStatement,ComparisonExpression,in,Modulus,FunctionCall,StringLiteral,ExpressionStatement,BinaryOperation","SingleForLoopIteration,FindRemainder,CallingLibraryFunction,Printing,IfElseCheckingInForLoop,BooleanEvaluating","For,Int,Call,Str,Mod,Eq,If","ArithmeticExpression,ArtithmeticOperator,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,ForStatement,FunctionCall,IfElseStatement,IfStatement,IntegerLiteral,IterationStatement,ListLiteral,Literal,LiteralCollection,LogicalExpression,MembershipOperator,Modulus,NumericLiteral,Operator,Statement,StringLiteral,in,print","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,CheckingInForLoop,FindRemainder,HandlingFunction,IfCheckingInForLoop,IfElseCheckingInForLoop,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration","function call,variable manipulation,arithmetic operations,conditional branching structures,numerical types,loop iteration,string operations"
5,ae_adl_for,"ForStatement,range,print,IntegerLiteral,in,FunctionCall,StringLiteral,ExpressionStatement,BinaryOperation","SingleForLoopIteration,CallingLibraryFunction,Printing,Multiplication,CreatingString","For,Int,Str,Mult,Call","ArithmeticExpression,ArtithmeticOperator,BinaryOperation,BuiltInFunction,Call,ComparisonExpression,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,ListLiteral,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,Statement,StringLiteral,in,print,range","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,HandlingFunction,HandlingStandardFunction,ManagingVariable,Multiplication,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","range function usage,arithmetic operatons,function call,loop iteration,numerical types"
5,py_range_one,"ForStatement,range,print,IntegerLiteral,FunctionCall,ExpressionStatement","SingleForLoopIteration,Printing,CallingLibraryFunction","Int,Call,For","BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,MembershipOperator,NumericLiteral,Statement,in,print,range","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingList,HandlingFunction,HandlingList,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","function call,variable manipulation,numerical types,loop iteration,range function usage"
5,py_range_three,"ForStatement,range,print,IntegerLiteral,FunctionCall,ExpressionStatement","SingleForLoopIteration,Printing,CallingLibraryFunction","Int,Call,For","BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,MembershipOperator,NumericLiteral,Statement,in,print,range","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,HandlingFunction,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","input and output operations,variable manipulation,numerical types,loop iteration,range function usage"
5,py_range_two,"ForStatement,range,print,IntegerLiteral,FunctionCall,ExpressionStatement","SingleForLoopIteration,Printing,CallingLibraryFunction","Int,Call,For","BuiltInFunction,Call,ComparisonOperator,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Less,MembershipOperator,NumericLiteral,Statement,in,print,range","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingList,HandlingFunction,HandlingList,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","input and output operations,variable manipulation,numerical types,loop iteration,range function usage"
5,py_squares,"ForStatement,range,print,IntegerLiteral,BinaryOperation,FunctionCall,ExpressionStatement,StringLiteral","SingleForLoopIteration,Multiplication,Printing,CallingLibraryFunction","Int,Str,Call,Mult,For","ArithmeticExpression,ArtithmeticOperator,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Literal,MembershipOperator,NumericLiteral,Statement,StringLiteral,in,print,range","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,HandlingFunction,HandlingStandardFunction,ManagingVariable,Multiplication,NonNestedIteration,Power,Printing,Python,SingleForLoopIteration","input and output operations,arithmetic operations,numerical types,loop iteration,range function usage,string operations"
5,q_py_topic_loops:q_py_for_loop1,"ForStatement,range,print,IntegerLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","SingleForLoopIteration,Addition,AssigningValueVariable,CallingLibraryFunction,Printing","Add,Assign,Call,Constant,For","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,in,print,range","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,HandlingFunction,HandlingList,HandlingStandardFunction,IndexingList,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","function call,variable manipulation,arithmetic operations,numerical types,loop iteration,range function usage"
5,py_range1_2,"ForStatement,range,print,IntegerLiteral,FunctionCall,ExpressionStatement","SingleForLoopIteration,Printing,CallingLibraryFunction","Call,Constant,For","BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,MembershipOperator,NumericLiteral,Statement,in,print,range","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingList,HandlingFunction,HandlingList,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","function call,variable manipulation,numerical types,loop iteration,range function usage"
5,py_range3_2,"ForStatement,range,print,IntegerLiteral,FunctionCall,ExpressionStatement","SingleForLoopIteration,Printing,CallingLibraryFunction","Call,Constant,For","BuiltInFunction,Call,ComparisonOperator,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Less,MembershipOperator,NumericLiteral,Statement,in,print,range","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,HandlingFunction,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","loop iteration,numerical types,range function usage,function call"
5,py_range2_2,"ForStatement,range,print,IntegerLiteral,FunctionCall,ExpressionStatement","SingleForLoopIteration,Printing,CallingLibraryFunction","Call,Constant,For","BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,MembershipOperator,NumericLiteral,Statement,in,print,range","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingList,HandlingFunction,HandlingList,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","loop iteration,input and output operations,range function usage,variable manipulation"
5,py_write_squares_odd,"ForStatement,range,print,IntegerLiteral,BinaryOperation,FunctionCall,StringLiteral,ExpressionStatement","SingleForLoopIteration,Multiplication,Printing,CallingLibraryFunction","Call,Constant,For,Mult","ArithmeticExpression,ArtithmeticOperator,BinaryOperation,BuiltInFunction,Call,ComparisonOperator,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Larger,Less,Literal,MembershipOperator,NumericLiteral,Statement,StringLiteral,in,print,range","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,HandlingFunction,ManagingVariable,Multiplication,NonNestedIteration,Power,Printing,Python,SingleForLoopIteration","input and output operations,variable manipulation,arithmetic operations,loop iteration,range function usage,string operations"
5,py_write_squares_range,"ForStatement,range,print,IntegerLiteral,BinaryOperation,FunctionCall,ExpressionStatement,StringLiteral","SingleForLoopIteration,Multiplication,Printing,CallingLibraryFunction,CreatingString","Call,Constant,For,Mult","ArithmeticExpression,ArtithmeticOperator,BinaryOperation,BuiltInFunction,Call,ComparisonOperator,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Less,Literal,MembershipOperator,NumericLiteral,Statement,StringLiteral,in,print,range","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,HandlingFunction,HandlingStandardFunction,ManagingVariable,Multiplication,NonNestedIteration,Power,Printing,Python,SingleForLoopIteration,UpdatingVariable","input and output operations,variable manipulation,arithmetic operations,loop iteration,range function usage,string operations"
6,ps_python_nested_loops,"WhileStatement,print,IntegerLiteral,Less,Larger,ComparisonExpression,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","NestedWhileLoopIteration,Addition,AssigningValueVariable,CallingLibraryFunction,BooleanEvaluating,ChangingValueVariable,Printing,WhileLoopWith,Substraction","Add,Assign,Call,Constant,Gt,Lt,Sub,While","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ExpressionStatement,FunctionCall,IntegerLiteral,IterationStatement,Larger,Less,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,WhileStatement,int,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,HandlingFunction,ManagingVariable,NestedLoopIteration,NestedWhileLoopIteration,Printing,Python,Substraction,UpdatingVariable,WhileLoopWith+=,WhileLoopWithUpdate","function call,variable manipulation,arithmetic operations,numerical types,loop iteration,comparison operation"
6,py_repeated_sequence,"ForStatement,range,print,IntegerLiteral,int,input,BinaryOperation,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement","TransformingToIntType,Addition,HandlingInput,AssigningValueVariable,NestedForLoopIteration,CallingLibraryFunction,Printing,NestedFunctionCall","For,Int,Add,Call,Str,Assign","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Literal,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,in,input,int,print,range","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,HandlingFile,HandlingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingStandardFunction,IndexingList,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,Printing,Python,ReadingLine,TransformingToIntType,UpdatingVariable","input and output operations,variable manipulation,arithmetic operations,loop iteration,type conversion,range function usage"
6,py_star_patterns,"ForStatement,print,IntegerLiteral,BinaryOperation,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,range,int,input,StringLiteral","Addition,AssigningValueVariable,NestedForLoopIteration,CallingLibraryFunction,Printing,Concatenation,ForLoopWith,CreatingString,NestedFunctionCall,TransformingToIntType,HandlingInput","Sub,For,Int,Add,Call,Str,Assign","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ComparisonOperator,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Less,Literal,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,in,input,int,print,range","AddingListElement,AddingListElementWithAppend,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingList,CreatingString,ForLoopWith+=,ForLoopWithUpdate,HandlingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingStandardFunction,HandlingString,ManagingVariable,NestedForLoopIteration,NestedLoopIteration,Printing,Python,TransformingToIntType,TransformingToStringType,UpdatingVariable","input and output operations,variable manipulation,arithmetic operations,loop iteration,type conversion,range function usage,string operations"
6,q_py_topic_loops:q_py_nested_while1,"WhileStatement,print,IntegerLiteral,Less,ComparisonExpression,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","NestedWhileLoopIteration,Addition,AssigningValueVariable,CallingLibraryFunction,BooleanEvaluating,ChangingValueVariable,Printing,WhileLoopWith","Add,Assign,Call,Constant,Lt,While","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ExpressionStatement,FunctionCall,IntegerLiteral,IterationStatement,Less,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,WhileStatement,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,HandlingFunction,HandlingList,IndexingList,ManagingVariable,NestedLoopIteration,NestedWhileLoopIteration,Printing,Python,UpdatingVariable,WhileLoopWith+=,WhileLoopWithUpdate","method parameter,function call,input and output operations,min/max function usage,object-oriented programming fundamentals,arithmetic operations,variable manipulation,conditional branching structures"
6,py_repeated_sequence2,"ForStatement,range,print,IntegerLiteral,int,input,BinaryOperation,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,StringLiteral","TransformingToIntType,Addition,HandlingInput,AssigningValueVariable,NestedForLoopIteration,CallingLibraryFunction,Printing,CreatingString,NestedFunctionCall","Add,Assign,Call,Constant,For","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Literal,LogicalExpression,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,in,input,int,print,range","AssigningVariable,CallingFunctionLibrary,HandlingFunction,HandlingInput,HandlingInteger,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,Printing,Python,TransformingToIntType,UpdatingVariable","input and output operations,arithmetic operations,loop iteration,type conversion,range function usage"
6,py_stars_2,"ForStatement,range,print,IntegerLiteral,int,input,BinaryOperation,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement","SingleForLoopIteration,TransformingToIntType,AssigningValueVariable,HandlingInput,NestedForLoopIteration,Addition,CallingLibraryFunction,Printing,Concatenation,ForLoopWith,CreatingString,Substraction,NestedFunctionCall","Add,Assign,Call,Constant,For,Sub","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Literal,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,in,input,int,print,range","AddingListElement,AddingListElementWithAppend,Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingString,ForLoopWith+=,ForLoopWithUpdate,HandlingFile,HandlingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingStandardFunction,HandlingString,IndexingList,ManagingVariable,NestedForLoopIteration,NestedLoopIteration,Printing,Python,ReadingLine,Substraction,TransformingToIntType,TransformingToStringType,UpdatingVariable","input and output operations,variable manipulation,arithmetic operations,loop iteration,type conversion,range function usage,string operations"
