individual_name,bundle_name,type,topic,Syntax-Ontology_Expert,Educational-Ontology_Expert,AST_Parser,Syntax-Ontology_LLM,Educational-Ontology_LLM,Free-Form_LLM
py_account1,objects_classes_account,PCEX Example,Classes and objects,"format,ComparisonExpression,Larger,FunctionCall,and,BinaryOperation,SimpleAssignmentStatement,StringLiteral,print,FunctionDefinition,LargerOrEqual,UnaryOperation,ExpressionStatement,ReturnStatement,FloatLiteral,ClassDefinition,AugmentedAssignmentStatement,IntegerLiteral,IfStatement","DefiningObjectMethod,Printing,BooleanEvaluating,IfChecking,CreatingObject,Multiplication,NestedFunctionCall,Substraction,CallingObjectMethod,AssigningValueVariable,Addition,DefiningClass,ChangingValueVariable,FormattingString,CallingLibraryFunction","Gt,USub,ClassDef,Assign,Attribute,And,FunctionDef,Constant,GtE,Sub,Mult,AugAssign,Add,Return,If,Lt,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ClassDefinition,ClassMethod,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FloatLiteral,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IntegerLiteral,JumpStatement,Larger,Less,Literal,LogicalExpression,LogicalOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,__init,__,and,format,print,str","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CheckingCondition,CreatingList,CreatingObject,CreatingString,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,FormattingString,HandlingFunction,HandlingList,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,IfChecking,ManagingVariable,Multiplication,NestedFunctionCall,Printing,Python,Substraction,UpdatingVariable","object-oriented programming fundamentals,arithmetic operatons,Conditional Branching Structures,attribute management,string operations"
py_account2,objects_classes_account,PCEX Challenge,Classes and objects,"ClassDefinition,FunctionDefinition,FloatLiteral,print,ReturnStatement,IntegerLiteral,AugmentedAssignmentStatement,Larger,format,LargerOrEqual,StringLiteral,and,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IfStatement,ComparisonExpression,FunctionCall,Less,BooleanOperation","DefiningObjectMethod,Multiplication,DefiningClass,IfChecking,CreatingObject,AssigningValueVariable,Addition,FormattingString,CallingLibraryFunction,CreatingString,BooleanEvaluating,Printing,CallingObjectMethod,Substraction","Gt,ClassDef,Assign,Attribute,And,FunctionDef,Constant,GtE,Sub,Mult,AugAssign,Return,Add,If,Lt,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ClassDefinition,ClassMethod,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FloatLiteral,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IntegerLiteral,JumpStatement,Larger,LargerOrEqual,Less,Literal,LogicalExpression,LogicalOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,__init,__,and,format,print,str","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CreatingObject,CreatingString,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,FormattingString,HandlingFloat,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,IfChecking,IfElifElseChecking,ManagingVariable,Multiplication,Printing,Python,Substraction,TransformingToFloatType,TransformingToStringType,UpdatingVariable","input and output operations,object-oriented programming fundamentals,arithmetic operatons,Conditional Branching Structures,attribute management,comparison operation,string operations,return and output"
py_loan1,objects_classes_loan,PCEX Example,Classes and objects,"ClassDefinition,FunctionDefinition,print,ReturnStatement,int,float,input,format,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IntegerLiteral","DefiningObjectMethod,TransformingToFloatType,DefiningClass,TransformingToIntType,Multiplication,Addition,AssigningValueVariable,HandlingInput,FormattingString,CreatingObject,CallingLibraryFunction,Printing,Power,Division,CallingObjectMethod,Substraction,NestedFunctionCall,CreatingString","ClassDef,Assign,Pow,Attribute,FunctionDef,Constant,Sub,Mult,Add,Return,arg,Call,Div",,"Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,Division,FormattingString,HandlingFile,HandlingFloat,HandlingFunction,HandlingInput,HandlingInteger,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,ManagingVariable,Multiplication,NestedFunctionCall,Power,Printing,Python,ReadingLine,Round,TransformingToFloatType,TransformingToIntType,UpdatingVariable","input and output operations,object-oriented programming fundamentals,arithmetic operatons,attribute management,string operations"
py_loan2,objects_classes_loan,PCEX Challenge,Classes and objects,"ClassDefinition,FunctionDefinition,print,ReturnStatement,int,float,input,format,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","DefiningObjectMethod,TransformingToFloatType,DefiningClass,TransformingToIntType,Multiplication,Addition,AssigningValueVariable,HandlingInput,FormattingString,CreatingObject,CallingLibraryFunction,Printing,Power,Division,CallingObjectMethod","ClassDef,Assign,Pow,Attribute,FunctionDef,Constant,Sub,Mult,Add,Return,arg,Call,Div","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ClassDefinition,DefinitionStatement,ExpressionStatement,FloatLiteral,FunctionCall,FunctionDefinition,IntegerLiteral,JumpStatement,Literal,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,float,format,input,int,print","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionCallingFunction,CallingFunctionLibrary,CallingOOPMethod,CreatingObject,CreatingString,DefiningClass,DefiningFunctionCallingFunction,DefiningOOPMethod,Division,FormattingString,HandlingFloat,HandlingFunction,HandlingFunctionCallingFunction,HandlingInput,HandlingInteger,HandlingObjectOrientedProgramming,HandlingString,ManagingVariable,Multiplication,Power,Printing,Python,Substraction,TransformingToFloatType,TransformingToIntType,TransformingToStringType,UpdatingVariable","function call,input and output operations,object-oriented programming fundamentals,arithmetic operatons,variable manipulation,attribute management,string operations,return and output"
py_list2d_basic1,py_list2d_basic,PCEX Example,Two-Dimensional Lists,"ListLiteral,FunctionCall,print,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression,IntegerLiteral","AssigningValueVariable,Create2DArray,Printing,ChangingValueListElement,ChangingValue2DArrayElement,CallingLibraryFunction","List,Call,Constant,Assign","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IndexingExpression,IntegerLiteral,ListLiteral,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,SubscriptExpression,list,print","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Create2DArray,CreatingList,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,Indexing2DArray,IndexingList,IndexingString,IndexingTuple,ManagingVariable,Printing,Python,ReplacingElement2DArray,ReplacingListElement,TwoDimensionalArrayTask,UpdatingVariable","input and output operations,list operations,variable manipulation,numerical types"
py_list2d_basic2,py_list2d_basic,PCEX Challenge,Two-Dimensional Lists,"ListLiteral,FunctionCall,print,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral","AssigningValueVariable,Create2DArray,Printing,ChangingValueListElement,ChangingValue2DArrayElement,CallingLibraryFunction","List,Call,Constant,Assign","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IndexingExpression,IntegerLiteral,ListLiteral,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,SubscriptExpression,print","AssigningVariable,CallingFunctionLibrary,Create2DArray,CreatingList,HandlingFunction,HandlingList,HandlingTuple,Indexing2DArray,IndexingList,IndexingTuple,ManagingVariable,Printing,Python,ReplacingElement2DArray,ReplacingListElement,TwoDimensionalArrayTask,UpdatingVariable","input and output operations,indexing operations,list operations"
py_list2d_basic3,py_list2d_basic,PCEX Challenge,Two-Dimensional Lists,"print,IntegerLiteral,ListLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression","AssigningValueVariable,Create2DArray,CallingLibraryFunction,Printing,ChangingValueListElement,ChangingValue2DArrayElement","List,Call,Constant,Assign","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IndexingExpression,IntegerLiteral,ListLiteral,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,SubscriptExpression,print","AssigningVariable,CallingFunctionLibrary,Create2DArray,CreatingList,HandlingFunction,HandlingList,HandlingString,HandlingTuple,Indexing2DArray,IndexingList,IndexingString,IndexingTuple,ManagingVariable,Printing,Python,ReplacingElement2DArray,ReplacingListElement,TwoDimensionalArrayTask,UpdatingVariable","input and output operations,list operations,variable manipulation"
py_print_medals_row_total,py_print_medals,PCEX Example,Two-Dimensional Lists,"ForStatement,range,print,AugmentedAssignmentStatement,format,len,BinaryOperation,ListLiteral,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral","SingleForLoopIteration,Indexing2DArray,FindingLength,AssigningValueVariable,Addition,Create2DArray,FormattingString,CallingLibraryFunction,ChangingValueVariable,Printing,IndexingList,ForLoopWithListIndexing,ForLoopWith,NestedFunctionCall,NestedForLoopIteration,CreatingString","Assign,Attribute,Constant,AugAssign,Add,List,Call,For","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IndexingExpression,IntegerLiteral,IterationStatement,ListLiteral,Literal,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,SubscriptExpression,format,len,list,print,range","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,Create2DArray,CreatingList,CreatingString,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,FormattingString,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,Indexing2DArray,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,Printing,Python,TransformingToStringType,TwoDimensionalArrayTask,UpdatingVariable","variable manipulation,arithmetic operatons,indexing operations,list operations,loop iteration,string operations"
py_print_medals_row_column_total,py_print_medals,PCEX Challenge,Two-Dimensional Lists,"ForStatement,print,AugmentedAssignmentStatement,format,len,BinaryOperation,ListLiteral,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,range","SingleForLoopIteration,Indexing2DArray,FindingLength,AssigningValueVariable,Addition,Create2DArray,FormattingString,CallingLibraryFunction,CreatingString,ChangingValueVariable,Printing,CreatingList,ForLoopWithListIndexing,ForLoopWith,ChangingValueListElement,Substraction,NestedFunctionCall,NestedForLoopIteration,Multiplication","Assign,Attribute,Constant,Sub,Mult,AugAssign,Add,List,Call,For","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IndexingExpression,IntegerLiteral,IterationStatement,ListLiteral,Literal,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,SubscriptExpression,format,len,list,print,range","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,Create2DArray,CreatingList,CreatingString,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,FormattingString,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,Indexing2DArray,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,NonNestedIteration,Printing,Python,ReplacingListElement,SingleForLoopIteration,TransformingToStringType,TwoDimensionalArrayTask,UpdatingVariable","variable manipulation,arithmetic operatons,indexing operations,list operations,loop iteration,string operations"
py_work_hours1,py_work_hours,PCEX Example,File processing,"FileNotFoundError,AugmentedAssignmentStatement,split,TryStatement,ForStatement,open,range,close,BinaryOperation,FunctionCall,IOError,input,FunctionDefinition,print,float,len,str,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,FloatLiteral,StringLiteral,ValueError","ClosingFile,SingleForLoopIteration,TransformingToFloatType,FindingLength,AssigningValueVariable,Addition,HandlingInput,NestedForLoopIteration,ReadingLine,CallingLibraryFunction,TransformingToStringType,ChangingValueVariable,HandlingSpecificError,SplittingString,Printing,DefiningSimpleFunction,OpeningFile,Concatenation,ForLoopWithListIndexing,ForLoopWith,NestedFunctionCall,CreatingString,CallingSimpleFunction","Assign,Attribute,FunctionDef,Constant,AugAssign,Try,Add,For,ExceptHandler,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ConditionalStatement,DefinitionStatement,Error,ExceptionHandlingStatement,ExpressionStatement,FileMethod,FileNotFoundError,FloatLiteral,ForStatement,FunctionCall,FunctionDefinition,IOError,IfElifElseStatement,IfElifStatement,IfElseStatement,IndexingExpression,IntegerLiteral,IterationStatement,ListLiteral,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,OSError,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,SubscriptExpression,TryStatement,ValueError,close,float,in,input,len,open,print,range,split,str","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionCallingFunction,CallingFunctionLibrary,CallingStandardFunction,ClosingFile,Concatenation,CreatingList,CreatingString,DefiningStandardFunction,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingError,HandlingFile,HandlingFloat,HandlingFunction,HandlingFunctionCallingFunction,HandlingInput,HandlingList,HandlingSpecificError,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,OpeningFile,Printing,Python,ReadingLine,SplittingString,TransformingToFloatType,TransformingToStringType,UpdatingVariable","function definition,input and output operations,arithmetic operatons,error management,file input/output operations,loop iteration,type conversion,string operations"
py_work_hours2,py_work_hours,PCEX Challenge,File processing,"FileNotFoundError,AugmentedAssignmentStatement,split,TryStatement,ForStatement,open,range,close,BinaryOperation,FunctionCall,IOError,int,input,FunctionDefinition,print,float,len,str,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,FloatLiteral,StringLiteral,ValueError","ClosingFile,SingleForLoopIteration,TransformingToFloatType,FindingLength,TransformingToIntType,AssigningValueVariable,Addition,HandlingInput,CallingLibraryFunction,ReadingLine,TransformingToStringType,ChangingValueVariable,HandlingSpecificError,SplittingString,Printing,DefiningSimpleFunction,OpeningFile,Concatenation,ForLoopWithListIndexing,ForLoopWith,CreatingString,CallingSimpleFunction,NestedForLoopIteration","Assign,Attribute,FunctionDef,Constant,AugAssign,Try,Add,For,ExceptHandler,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ConditionalStatement,DefinitionStatement,Error,ExceptionHandlingStatement,ExpressionStatement,FileMethod,FileNotFoundError,FloatLiteral,ForStatement,FunctionCall,FunctionDefinition,IOError,IfElifElseStatement,IfElseStatement,IndexingExpression,IntegerLiteral,IterationStatement,ListLiteral,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,OSError,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,SubscriptExpression,TryStatement,ValueError,close,float,in,input,int,len,open,print,range,split,str","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,ClosingFile,Concatenation,CreatingList,CreatingString,DefiningStandardFunction,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingError,HandlingFile,HandlingFloat,HandlingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingSpecificError,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,NonNestedIteration,OpeningFile,Printing,Python,ReadingLine,SingleForLoopIteration,SplittingString,TransformingToFloatType,TransformingToIntType,TransformingToStringType,UpdatingVariable","function definition,input and output operations,arithmetic operatons,error management,file input/output operations,loop iteration,type conversion,string operations"
py_soda_survey_soda_max,py_soda_survey,PCEX Example,Two-Dimensional Lists,"ForStatement,range,print,BinaryOperation,format,ComparisonExpression,len,IfStatement,ListLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,Larger","SingleForLoopIteration,Indexing2DArray,Multiplication,FindingLength,AssigningValueVariable,NestedForLoopIteration,Create2DArray,IfCheckingInForLoop,FormattingString,Addition,CallingLibraryFunction,BooleanEvaluating,Printing,ForLoopWithListIndexing,ChangingValueListElement","Gt,Assign,Attribute,Constant,Mult,Add,If,List,Call,For","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,ForStatement,FunctionCall,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,Larger,ListLiteral,Literal,LiteralCollection,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,SubscriptExpression,format,len,list,print,range","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingInForLoop,Create2DArray,CreatingList,FindMaximum,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,FormattingString,HandlingFunction,HandlingInteger,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfChecking,IfCheckingInForLoop,Indexing2DArray,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,Printing,Python,ReplacingListElement,TransformingToIntType,TwoDimensionalArrayTask,UpdatingVariable","variable manipulation,arithmetic operatons,indexing operations,list operations,length determination,loop iteration,string operations"
py_soda_survey_soda_avg,py_soda_survey,PCEX Challenge,Two-Dimensional Lists,"ForStatement,range,print,AugmentedAssignmentStatement,format,len,BinaryOperation,ListLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,StringLiteral","Indexing2DArray,Multiplication,FindingLength,AssigningValueVariable,NestedForLoopIteration,Create2DArray,FormattingString,Addition,CallingLibraryFunction,ChangingValueVariable,Printing,Division,ForLoopWithListIndexing,ForLoopWith,ChangingValueListElement,NestedFunctionCall","Assign,Attribute,Constant,Mult,AugAssign,Add,List,Call,For,Div","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,FloatLiteral,ForStatement,FunctionCall,IndexingExpression,IntegerLiteral,IterationStatement,ListLiteral,Literal,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,SubscriptExpression,format,len,list,print,range","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Create2DArray,CreatingList,Division,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,FormattingString,HandlingFloat,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,Indexing2DArray,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,Printing,Python,ReplacingListElement,Round,TransformingToFloatType,TransformingToStringType,TwoDimensionalArrayTask,UpdatingVariable","variable manipulation,arithmetic operatons,indexing operations,list operations,length determination,loop iteration,string operations"
py_soda_survey_soda_respondent_avg,py_soda_survey,PCEX Challenge,Two-Dimensional Lists,"ForStatement,range,print,IntegerLiteral,AugmentedAssignmentStatement,format,len,BinaryOperation,ListLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,StringLiteral","SingleForLoopIteration,Indexing2DArray,Multiplication,FindingLength,AssigningValueVariable,NestedForLoopIteration,Create2DArray,Addition,FormattingString,CallingLibraryFunction,ChangingValueVariable,Printing,CreatingList,Division,ForLoopWithListIndexing,ForLoopWith,ChangingValueListElement,NestedFunctionCall","Assign,Attribute,Constant,Mult,AugAssign,Add,List,Call,For,Div","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,FloatLiteral,ForStatement,FunctionCall,IndexingExpression,IntegerLiteral,IterationStatement,ListLiteral,Literal,LiteralCollection,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,SubscriptExpression,float,format,in,len,list,print,range","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,Create2DArray,CreatingList,Division,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,FormattingString,HandlingFloat,HandlingFunction,HandlingList,HandlingString,HandlingTuple,Indexing2DArray,IndexingList,IndexingTuple,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,Printing,Python,ReplacingListElement,Round,TransformingToFloatType,TransformingToStringType,TwoDimensionalArrayTask,UpdatingVariable","variable manipulation,arithmetic operatons,indexing operations,list operations,length determination,loop iteration,string operations"
py_three_boolean,py_three_booleans,PCEX Example,Boolean Expressions,"or,print,IntegerLiteral,int,BooleanLiteral,input,IfElseStatement,ComparisonExpression,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,BooleanOperation","TransformingToIntType,IfElseChecking,AssigningValueVariable,HandlingInput,CallingLibraryFunction,BooleanEvaluating,Printing,CreatingString","Assign,Call,Constant,Eq,If,Or","ArithmeticExpression,AssignmentStatement,BinaryOperation,BooleanExpression,BooleanLiteral,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FunctionCall,IfElseStatement,IfStatement,IntegerLiteral,Literal,LogicalExpression,LogicalOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,input,int,or,print","AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,HandlingFile,HandlingFunction,HandlingInput,HandlingInteger,HandlingStandardFunction,IfChecking,IfElifElseChecking,IfElseChecking,ManagingVariable,Printing,Python,ReadingLine,TransformingToIntType,UpdatingVariable","logical operators,boolean operation,input and output operations,variable manipulation,conditional branching structures,type conversion,comparison operation"
py_boolean_dry_hot,py_hot_dry,PCEX Example,Boolean Expressions,"print,int,BooleanLiteral,IfElseStatement,input,ComparisonExpression,FunctionCall,StringLiteral,and,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IntegerLiteral,BooleanOperation","TransformingToIntType,IfElseChecking,AssigningValueVariable,HandlingInput,CallingLibraryFunction,BooleanEvaluating,Printing,CreatingString","And,Assign,Call,Constant,Eq,If","AssignmentStatement,BooleanExpression,BooleanLiteral,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FunctionCall,IfElseStatement,IfStatement,IntegerLiteral,Literal,LogicalExpression,LogicalOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,and,input,int,print","AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,HandlingFile,HandlingFunction,HandlingInput,HandlingInteger,HandlingStandardFunction,HandlingString,IfElifElseChecking,IfElseChecking,ManagingVariable,Printing,Python,ReadingLine,TransformingToIntType,TransformingToStringType,UpdatingVariable","logical operators,boolean operation,input and output operations,variable manipulation,conditional branching structures,type conversion,comparison operation"
